Date,Rating,Text
2 September 2017,Rated 5 stars out of five stars,Thanks
1 September 2017,Rated 5 stars out of five stars,Like
2 September 2017,Rated 3 stars out of five stars,ok
4 September 2017,Rated 5 stars out of five stars,It is so good for messages
4 September 2017,Rated 5 stars out of five stars,Good job
2 September 2017,Rated 5 stars out of five stars,Awesome
4 September 2017,Rated 1 stars out of five stars,Bad
2 September 2017,Rated 1 stars out of five stars,I couldn't update pls rectify my wts app
2 September 2017,Rated 5 stars out of five stars,Smoothie and great interface
4 September 2017,Rated 5 stars out of five stars,Good
1 September 2017,Rated 5 stars out of five stars,Good quality and design...must have properly takes the user requirements and designed this
31 August 2017,Rated 5 stars out of five stars,Whatsapp beta version is best or not best what is the difference between whatsapp simple version or beta version
31 August 2017,Rated 5 stars out of five stars,Whatsapp beta version is best or not best what is the difference between whatsapp simple version or beta version
1 September 2017,Rated 5 stars out of five stars,"cant change notif/ringtone with other file , why?? just change notif/ringtone by ringtone system."
31 August 2017,Rated 1 stars out of five stars,I can't change my status & my profile pic ...please help...my model no.Yu5010
1 September 2017,Rated 1 stars out of five stars,It's brok
1 September 2017,Rated 5 stars out of five stars,Awesome
1 September 2017,Rated 2 stars out of five stars,Plz help me Blue ticks disabled how to recover it plz help me
31 August 2017,Rated 4 stars out of five stars,Why does specially pdf formats doesn't open when it was sent by us It shows blank screen
31 August 2017,Rated 5 stars out of five stars,"Fun and easy Its better than the previous ,it has more funky emojie."
3 September 2017,Rated 5 stars out of five stars,do more best its good but not too much
1 September 2017,Rated 3 stars out of five stars,Could you pls put a non time setting on because people stock me on what time I am on
31 August 2017,Rated 5 stars out of five stars,App is perfect with communication and comedy vedio and audia pics like perfect app
3 September 2017,Rated 5 stars out of five stars,New status update option is so cool😍
4 September 2017,Rated 5 stars out of five stars,My name is shahid I am whatsapp hacker
31 August 2017,Rated 4 stars out of five stars,Please update each and every update logs on new update version.
2 September 2017,Rated 5 stars out of five stars,Very nice app all download
3 September 2017,Rated 3 stars out of five stars,Apps not responding suddenly
31 August 2017,Rated 5 stars out of five stars,Best communication app
3 September 2017,Rated 5 stars out of five stars,BRB.
2 September 2017,Rated 5 stars out of five stars,I love it
31 August 2017,Rated 5 stars out of five stars,Lovely app
2 September 2017,Rated 2 stars out of five stars,Rajpoot
31 August 2017,Rated 5 stars out of five stars,Ok
4 September 2017,Rated 5 stars out of five stars,Install
30 August 2017,Rated 5 stars out of five stars,Wonderful
3 September 2017,Rated 5 stars out of five stars,I have a problem anyone can help please. My whatsapp camera doesn't start and whenever i try to share something using my whatsapp camera its whatsapp stops. Anyone can help?
3 September 2017,Rated 4 stars out of five stars,All set. If possible place a photo selection option like galler and google photos in story block
31 August 2017,Rated 1 stars out of five stars,Vidio quality is very poor i can't see ...Please fix the bug...
3 September 2017,Rated 5 stars out of five stars,Meu Whats Fica Travando E Eu Recebo Mensagens Mas Nn Consigo Enviar As Respostas. SOCORROOOOOOOO
30 August 2017,Rated 5 stars out of five stars,Best chatting app
3 September 2017,Rated 5 stars out of five stars,Its very good
31 August 2017,Rated 5 stars out of five stars,I like it
30 August 2017,Rated 5 stars out of five stars,Good app
30 August 2017,Rated 5 stars out of five stars,Vgod
29 August 2017,Rated 5 stars out of five stars,Mst
30 August 2017,Rated 5 stars out of five stars,Good
31 August 2017,Rated 3 stars out of five stars,"I live this app. Use it everyday all day. Only when I put on airplane mode a message saying ""Checking for new messages"" appears and disappears so fast I can b early recognize its WhatsApp notification. I only assume it's this message. I have a Huawei Honor 8. I also would like to disable this message when airplane mode is t active, it's just an annoyance unlike ""you may have new messages"""
26 August 2017,Rated 1 stars out of five stars,"""Time To Uninstall"" | 1&gt; Unable to see (.jpg) images after download. Even can't see in Gallery also & I have 32 GB SD Card in my Mob 😠 2&gt; Try to click a Pic, Error : Camera Failed 😠 No Solution in 2 weeks By Developer & Team 😠"
3 September 2017,Rated 1 stars out of five stars,"WhatsApp always have problem in sending a photo. It is always pending. However, to receive a photo is ok.. buy to send a photo, it really takes time. Please fix it."
26 August 2017,Rated 1 stars out of five stars,we need a dark theme inorder to protect eyes. and restore messages from google drive online
25 August 2017,Rated 5 stars out of five stars,what app open nhi ho rha hai kya kare please help me 24th our ho gya hai
26 August 2017,Rated 5 stars out of five stars,It's great I love it but need to change the colour now in the chat
26 August 2017,Rated 5 stars out of five stars,It's great I love it but need to change the colour now in the chat
26 August 2017,Rated 5 stars out of five stars,It's great I love it but need to change the colour now in the chat
28 August 2017,Rated 5 stars out of five stars,I send voice message are not clear...Before update voice clear...What problam
30 August 2017,Rated 2 stars out of five stars,Lovble Lov t awsome
30 August 2017,Rated 5 stars out of five stars,very likely
29 August 2017,Rated 1 stars out of five stars,Poor
26 August 2017,Rated 3 stars out of five stars,Good
28 August 2017,Rated 3 stars out of five stars,I dont know whats the problem after this new update there is no update but whatsapp written in alphabets pop up inspite there was no message .... can anybody help with this
30 August 2017,Rated 5 stars out of five stars,Developers plz give a new features on next update! Expect WhatsApp bubble. Quickly send messages for anyone like messenger. So plz give new update with WhatsApp bubble
3 September 2017,Rated 3 stars out of five stars,"Keeps saying ""checking for new messages"" and my notification light goes off."
28 August 2017,Rated 1 stars out of five stars,Latest version causing the phone hung... continuesly WhatsUp going to not responding
1 September 2017,Rated 4 stars out of five stars,Please help me to start my what's app
29 August 2017,Rated 5 stars out of five stars,It's a good messaging app.
30 August 2017,Rated 1 stars out of five stars,It is really very good
26 August 2017,Rated 5 stars out of five stars,Pls update 2.17.311 version
25 August 2017,Rated 5 stars out of five stars,Pls update
29 August 2017,Rated 5 stars out of five stars,Awesome app
27 August 2017,Rated 5 stars out of five stars,Nice
1 September 2017,Rated 4 stars out of five stars,NICE
31 August 2017,Rated 5 stars out of five stars,We are expecting whatsapp out feature in coming months like Viber out calls . Have some minimum credit feature at cheaper price facility may connect billions of people world wide .
26 August 2017,Rated 3 stars out of five stars,Whatsapp is not connecting on mobile data while other apps are working fine. What should i do. Please help!! I am using idea 4G.
26 August 2017,Rated 4 stars out of five stars,Add features that contacts while online are shown with green dot like in FB Most needed feature. Please please try n add.
30 August 2017,Rated 5 stars out of five stars,Can you add some emoji's of the new emoji move plss if you add some that will be awsome
27 August 2017,Rated 4 stars out of five stars,Good app. I. M like it
1 September 2017,Rated 5 stars out of five stars,Awesome app hai Bhai...
24 August 2017,Rated 5 stars out of five stars,We want text to status version whatspp We want text to status version whatspp We want text to status version whatspp We want text to status version whatspp We want text to status version whatspp We want text to status version whatspp We want text to status version whatspp We want text to status version whatspp
29 August 2017,Rated 5 stars out of five stars,Gd
25 August 2017,Rated 5 stars out of five stars,Wow
31 August 2017,Rated 5 stars out of five stars,Good
25 August 2017,Rated 4 stars out of five stars,Nice
2 September 2017,Rated 1 stars out of five stars,Can't able to change profile picture
24 August 2017,Rated 5 stars out of five stars,If someone hid last seen then how to find last seen
23 August 2017,Rated 3 stars out of five stars,Please update like Ios version
23 August 2017,Rated 5 stars out of five stars,Amazing app for connecting the friends
1 September 2017,Rated 1 stars out of five stars,Coz status nh lgra 😡😡😡
24 August 2017,Rated 5 stars out of five stars,nizz app
28 August 2017,Rated 5 stars out of five stars,Nice to work it
24 August 2017,Rated 5 stars out of five stars,Superb messenger
2 September 2017,Rated 5 stars out of five stars,عالیه عالیه
26 August 2017,Rated 5 stars out of five stars,Nice
25 August 2017,Rated 5 stars out of five stars,Good
22 August 2017,Rated 5 stars out of five stars,Useful
23 August 2017,Rated 1 stars out of five stars,What happen again the update has been changed...to back position..
4 September 2017,Rated 5 stars out of five stars,Video call good app Main video call ka use karta hoon
3 September 2017,Rated 5 stars out of five stars,This is a great way to chat with family and friend XD great job😎
27 August 2017,Rated 3 stars out of five stars,Could be made better sometimes not able to see clear image status 😣
31 August 2017,Rated 4 stars out of five stars,Pls provide an update which have active persons like messanger
28 August 2017,Rated 5 stars out of five stars,عالی حرف نداره به نظر من عالیه حتما دانلود کنید
22 August 2017,Rated 5 stars out of five stars,Plz back old version new version is not cool...!! Plz old version vaapas lao....!!☺☺☺☺
30 August 2017,Rated 4 stars out of five stars,Jaske Aap me videocellling Aachh Nahi Hai Jiiii
25 August 2017,Rated 5 stars out of five stars,"I love this massaging application....,😍😘😘😘"
25 August 2017,Rated 2 stars out of five stars,So much updates nowadays
25 August 2017,Rated 4 stars out of five stars,Need a fix update.
23 August 2017,Rated 5 stars out of five stars,👌👌👌👌👌👌
22 August 2017,Rated 4 stars out of five stars,Superb !!!
31 August 2017,Rated 5 stars out of five stars,beta version
22 August 2017,Rated 5 stars out of five stars,Good beta
2 September 2017,Rated 5 stars out of five stars,Super
24 August 2017,Rated 5 stars out of five stars,Thanks
25 August 2017,Rated 5 stars out of five stars,Thanks
28 August 2017,Rated 5 stars out of five stars,❤❤❤ Love
1 September 2017,Rated 5 stars out of five stars,Nice
18 August 2017,Rated 5 stars out of five stars,App is nice and easy to use but their is some more feature can be provided they are missing if all the feature will be given then this app will be a complete package it will be a one of the most easg and helpfull app ever but something missing make sure that all the things may full fill. One suggestion i would like to give is conference video/call.
25 August 2017,Rated 4 stars out of five stars,"Lot Of Waste Time , While Sending Big Size File Or Documents And Etc.... Fixed It Please Solve It"
18 August 2017,Rated 1 stars out of five stars,"If you're gonna put a beta, at least update the release logs and give us a meaningful eay to provide feedback."
23 August 2017,Rated 5 stars out of five stars,Great app.i like the new version..bt in status text colour changes also need...
30 August 2017,Rated 5 stars out of five stars,Its best app for chating and calling video+audio
1 September 2017,Rated 5 stars out of five stars,I need my account ... cannot sign in due to failed to verified.. i need to wait for 2 days for the verification code
19 August 2017,Rated 3 stars out of five stars,continously closing by switching on bluetooth in my Gionee S6s phone... please help...
26 August 2017,Rated 5 stars out of five stars,Very nice app for messaging
31 August 2017,Rated 5 stars out of five stars,Good add some more features.
30 August 2017,Rated 5 stars out of five stars,Very lovely whatsapp chatting app
31 August 2017,Rated 3 stars out of five stars,It should have night mode
21 August 2017,Rated 3 stars out of five stars,Real app This app relastic and funy
25 August 2017,Rated 1 stars out of five stars,Good App for connect people
20 August 2017,Rated 5 stars out of five stars,Its Shoule be more compressed
31 August 2017,Rated 5 stars out of five stars,A Thanks
29 August 2017,Rated 5 stars out of five stars,Premjiprajapti
22 August 2017,Rated 3 stars out of five stars,Super
4 September 2017,Rated 5 stars out of five stars,Gr8
27 August 2017,Rated 5 stars out of five stars,Merci
1 September 2017,Rated 5 stars out of five stars,The best
23 August 2017,Rated 5 stars out of five stars,Good
25 August 2017,Rated 5 stars out of five stars,Good
4 September 2017,Rated 5 stars out of five stars,nice
20 August 2017,Rated 4 stars out of five stars,Useful
29 August 2017,Rated 5 stars out of five stars,I recently left the beta version.... Now I'm unable to see any photos of status clearly... Please fix this...
18 August 2017,Rated 1 stars out of five stars,It's not good u get improvement
30 August 2017,Rated 5 stars out of five stars,Wow grt app i love it
2 September 2017,Rated 2 stars out of five stars,It's ok
24 August 2017,Rated 4 stars out of five stars,Bien Add live
18 August 2017,Rated 5 stars out of five stars,Very nice app
18 August 2017,Rated 5 stars out of five stars,Nice 😍 app
22 August 2017,Rated 5 stars out of five stars,Not good
24 August 2017,Rated 5 stars out of five stars,Good Simple
22 August 2017,Rated 5 stars out of five stars,Simple and easy
23 August 2017,Rated 5 stars out of five stars,WOW
18 August 2017,Rated 5 stars out of five stars,nice
18 August 2017,Rated 5 stars out of five stars,Awesome
31 August 2017,Rated 3 stars out of five stars,30 sec of video in status is not enough. Plz give some more upto 45 sec. And privacy is the big issue. Any one can scan and anyone can read msg is not good.
30 August 2017,Rated 2 stars out of five stars,Whatsapp is duplicating my contacts for multiple time. And every time it duplicating and some times interchanging name and number kindly solve this. Its irritating
2 September 2017,Rated 1 stars out of five stars,Worst update ...not able to receive messages on time ..application is hanging too badly.... Again and what'sapp developers are becoming useless.... So many problems in new updates... Pls team don't give this type update totally worst
22 August 2017,Rated 1 stars out of five stars,I m using vivo. After updated new version whatapps sending or receive voice became very weird. Sound like Ghost. Normal if i using wechat or others app to send voice
30 August 2017,Rated 5 stars out of five stars,Latest update is horrible.... Ol tym the notification showing watsap is there.... Even if no msg had come.... While voice calling d persons dp is not showing.... Plz improve it... I m hating it
3 September 2017,Rated 5 stars out of five stars,I think you should have a option to show who's online I mean alert kind-of online status or a separate box where it shows number of people online cause we have to go and search people online. PlZ. Work on it
25 August 2017,Rated 1 stars out of five stars,When i just post my status so.. Pictures of other from my contact thare status just went blur....plz fix this bug...or tell me is it a problem of my mobile phone??~
30 August 2017,Rated 4 stars out of five stars,इसमे भी लाइव वीडियो हो जो हम किसी पर्सनल ग्रुप में कर सके तो और भी अच्छा होगा।। If we can do live video in any group it will be amazing.
2 September 2017,Rated 4 stars out of five stars,"Nice app One updat was given in status update,bt now that removed from my mobile by itself,i want that update,to write something that is the best thing"
26 August 2017,Rated 1 stars out of five stars,The last version of update havig lot of problems...when i try to upload status..it stuck lot..and it will automatically forcestope.and mobile will automatically restart...try to solve this problem
3 September 2017,Rated 5 stars out of five stars,I don't when ever I am sending messages to any one when the call is in process it forcely stopped and it is not working properly...... Please take this and cure the problem
31 August 2017,Rated 1 stars out of five stars,"receive multiple photos or videos in a row from the same sender, they'll now be grouped together as an album. Its new update very bad.."
25 August 2017,Rated 5 stars out of five stars,It's a nice Aap but I would like to suggest to add typing status in status part which will disappear in 24 hours
26 August 2017,Rated 5 stars out of five stars,"Please add a segment where one can type and express your thoughts daily, and share with your contacts. (besides status and about) This will give us an opportunity to atleast air out your thoughts on a particular subject through typing directly to your status. Please add this for us the lovers of WhatsApp."
29 August 2017,Rated 2 stars out of five stars,The status is keep vanishing before 24 hrs plz fix this its very annoying to upload everytime the older version was much more good.
25 August 2017,Rated 1 stars out of five stars,"*Bugs* recently- like notification of the person's chat while I am present in the chat screen of the same person, Starting whatsap from recent menu and finding whatsap poen to a random chat screen."
1 September 2017,Rated 5 stars out of five stars,Love this app. Gets better at every update. 1 suggestion - it would be nice if we can dictate text via speech for those long conversations.
24 August 2017,Rated 4 stars out of five stars,"There should be a night mode so that people can easily use it in the night.,So far its a very good messaging app compared to others."
26 August 2017,Rated 3 stars out of five stars,"Its nice to have status in whatsapp, but why only 30 seconds in first playing video that can used as status, i mean i want to choose 30 seconds from any part of the videos"
30 August 2017,Rated 3 stars out of five stars,Did not show any one in online properly and sending messages are delay please improve
26 August 2017,Rated 5 stars out of five stars,It is an excellent messenger.. Specially the video calling feature is great. Everyone should have this in their android sets.
29 August 2017,Rated 3 stars out of five stars,I am not able to open. My whatsaap account. Team please help me.
4 September 2017,Rated 3 stars out of five stars,Status prthi video ke photo download thato nathi ane full screen MA video dekhati nathi ane night mode nu option rakho
22 August 2017,Rated 5 stars out of five stars,"Unfortunately , WhatsApp has been stopped"
23 August 2017,Rated 5 stars out of five stars,Dear sir group rull change 1000 members please And admin only post or message
29 August 2017,Rated 1 stars out of five stars,I am unable to open it.... Worse app experience 😭
2 September 2017,Rated 5 stars out of five stars,Whatsapp is the best app. Easy to use ❤
22 August 2017,Rated 5 stars out of five stars,Awesome 😍 new Text status Update.. I like soo much Thank you
26 August 2017,Rated 1 stars out of five stars,Ye 16 Mb ki video send krti hy 16Mb sy ziada send ni krti
19 August 2017,Rated 3 stars out of five stars,With new version During whatsapp call if I click on message icon from call window it doesn't pickup chat history..
3 September 2017,Rated 4 stars out of five stars,O WhatsApp pode deixar de ser só verde e liberar a escolha do utilizador da cor que o apetecer???
27 August 2017,Rated 5 stars out of five stars,Very very good service I like too much
22 August 2017,Rated 1 stars out of five stars,Whatsapp is a bad chat app. Some videos message not send.
26 August 2017,Rated 1 stars out of five stars,I love it this is really good app and i always use this app i like it
23 August 2017,Rated 5 stars out of five stars,Very very usefull aap. I love it
2 September 2017,Rated 4 stars out of five stars,Crash again and again Pls fix this problem And show notification unfortunately stop Vivo v5s phone And over oll is outstanding
29 August 2017,Rated 1 stars out of five stars,The keeps shutting everytime i try to open ii
23 August 2017,Rated 5 stars out of five stars,Its really awesome to use and bee attached with frndss there was a pencil stroke to write status its missing know
28 August 2017,Rated 3 stars out of five stars,"Why is it showing ""sorry it does not exist in internal storage "" when I try to see old status... ??? Plzzzz tell me.....tell me soon..."
30 August 2017,Rated 2 stars out of five stars,My watsapp not wrking proprly i dnt know why
29 August 2017,Rated 5 stars out of five stars,Not bad Very fast sendind image
1 September 2017,Rated 1 stars out of five stars,Many not open my watup.evey time unstall and again instaled then watup working
31 August 2017,Rated 1 stars out of five stars,If you guys add custom wallpaper also it will be good
20 August 2017,Rated 1 stars out of five stars,"Whtsapp status is shows 'failed to loding' nd dnt showa my status viewers ,"
28 August 2017,Rated 3 stars out of five stars,Need to save all receiving photos and videos in memory card It's saving in internal memory And need themes for what's app
1 September 2017,Rated 5 stars out of five stars,Mast app hai khaskar hamari jesi. Ati pidi ke liye
27 August 2017,Rated 1 stars out of five stars,"My whatsapp is not working when i opend it, closing like a flash im using oppo f3"
30 August 2017,Rated 1 stars out of five stars,My one simple problem of deleting my status was not solved its verry bad
3 September 2017,Rated 3 stars out of five stars,Video call Video call not clear video are always paused sounds are break
30 August 2017,Rated 1 stars out of five stars,Whatsapp automatically closing.... I am.using oppo f3
1 September 2017,Rated 5 stars out of five stars,Nice app But group members are limited Pleas change that one
26 August 2017,Rated 3 stars out of five stars,Dec if fee TGIF use much6in mix he
24 August 2017,Rated 4 stars out of five stars,New color background status feature is gone. What happend?
4 September 2017,Rated 5 stars out of five stars,Ravi sharma I like you whatsaap
17 August 2017,Rated 5 stars out of five stars,How to send more than 20 mb file s
28 August 2017,Rated 5 stars out of five stars,Now problem apps not open
29 August 2017,Rated 1 stars out of five stars,not open after new update fully bad filling
2 September 2017,Rated 1 stars out of five stars,Most disgusting video call
27 August 2017,Rated 4 stars out of five stars,plz add some more features
30 August 2017,Rated 1 stars out of five stars,My whatsapp automatic close plz solve my problem
29 August 2017,Rated 5 stars out of five stars,Pl come up with message revoke facility
29 August 2017,Rated 1 stars out of five stars,Worlds Wastes app! Whatsapp
24 August 2017,Rated 5 stars out of five stars,Some times my Whatsapp update is Lost
2 September 2017,Rated 2 stars out of five stars,I open my wts apps . Than automaticly back . He is not open why.
1 September 2017,Rated 5 stars out of five stars,my msg noy send other chat
2 September 2017,Rated 1 stars out of five stars,Mr raju Hello what are you saying
17 August 2017,Rated 5 stars out of five stars,How to send more than 20 mb file s
21 August 2017,Rated 5 stars out of five stars,It is very useful app. Thanks..
25 August 2017,Rated 5 stars out of five stars,I don't.know
31 August 2017,Rated 4 stars out of five stars,Nice but plz increase status timing
23 August 2017,Rated 5 stars out of five stars,It's Good messenger app
22 August 2017,Rated 4 stars out of five stars,It shows plz wait in every message
4 September 2017,Rated 1 stars out of five stars,After updating my app it keeps Showing blank notifications on my oppo a57
30 August 2017,Rated 5 stars out of five stars,This app use ful for me
19 August 2017,Rated 1 stars out of five stars,masseges r not send only received
29 August 2017,Rated 5 stars out of five stars,It's simple cool
4 September 2017,Rated 1 stars out of five stars,stopped when i choose to call again
30 August 2017,Rated 5 stars out of five stars,Only whatsapp best aap
29 August 2017,Rated 5 stars out of five stars,"Good, creative , easy to use it"
28 August 2017,Rated 1 stars out of five stars,automatically band ho rha h
31 August 2017,Rated 1 stars out of five stars,My whatsup Is not working
2 September 2017,Rated 3 stars out of five stars,Enable pop up feature for messeges as in Facebook messenger
27 August 2017,Rated 5 stars out of five stars,Bolti pii napkhem!!AHI EEE
31 August 2017,Rated 5 stars out of five stars,Photos cannotbbe forwarded in new version
1 September 2017,Rated 5 stars out of five stars,In this app them option is not available. It mus be.
31 August 2017,Rated 1 stars out of five stars,It does not work
31 August 2017,Rated 5 stars out of five stars,Very nice whatsapp app
29 August 2017,Rated 5 stars out of five stars,It diserves more features
1 September 2017,Rated 5 stars out of five stars,I think that you need to put games...in them
28 August 2017,Rated 5 stars out of five stars,Best message app please dowlonlod
30 August 2017,Rated 5 stars out of five stars,My app is closing Consinstantly.
18 August 2017,Rated 5 stars out of five stars,Awesome App...!!! Love This App...!!!
27 August 2017,Rated 5 stars out of five stars,Berharap ada tambahan fitur stiker. Terima kasih
22 August 2017,Rated 5 stars out of five stars,I Love what's app
26 August 2017,Rated 5 stars out of five stars,Its very good. I love it
26 August 2017,Rated 5 stars out of five stars,Super communication for friends family and business deals
24 August 2017,Rated 5 stars out of five stars,Super It was very interesting
2 September 2017,Rated 4 stars out of five stars,Always closed..i've never touch my home button or back touch
20 August 2017,Rated 4 stars out of five stars,Put more time for status
1 September 2017,Rated 5 stars out of five stars,Plz sir increase the time limit of status
2 September 2017,Rated 3 stars out of five stars,Add some features lyk Insta has live vedio
23 August 2017,Rated 5 stars out of five stars,Versi baru nya update donk
24 August 2017,Rated 2 stars out of five stars,"Stop to using whatsapp and download telegram,an indian messenger"
4 September 2017,Rated 5 stars out of five stars,Give a option like unsend message like instagram That's the only requirement
4 September 2017,Rated 4 stars out of five stars,I lost the pencil 😑😑😑 above adding up status .. I neeed it😕😕
4 September 2017,Rated 1 stars out of five stars,My whatsup is haging i do not now why
4 September 2017,Rated 5 stars out of five stars,Pls update a covere photo
4 September 2017,Rated 5 stars out of five stars,Lo e you nazzo
31 August 2017,Rated 5 stars out of five stars,Nice behtreeeeennnnnn apppppp hai BOSS BABAAANNNNGGGGG
31 August 2017,Rated 1 stars out of five stars,My whatsup Is not working
29 August 2017,Rated 5 stars out of five stars,It's a good app for everything
3 September 2017,Rated 1 stars out of five stars,H Zero
27 August 2017,Rated 4 stars out of five stars,Supper Whatsapp is very interested.
31 August 2017,Rated 5 stars out of five stars,A wonderful messaging app
31 August 2017,Rated 1 stars out of five stars,Download nahi ho raha
31 August 2017,Rated 5 stars out of five stars,Facebook buy WhatsApp for 10000000000
30 August 2017,Rated 5 stars out of five stars,Best Messenger ever
26 August 2017,Rated 4 stars out of five stars,Its a best app
26 August 2017,Rated 5 stars out of five stars,Very good apps
29 August 2017,Rated 5 stars out of five stars,Whatapp chal raha hi par hacj nahi
31 August 2017,Rated 5 stars out of five stars,its very usfull i like it
29 August 2017,Rated 4 stars out of five stars,Very helpful app ..
30 August 2017,Rated 5 stars out of five stars,Very good app
29 August 2017,Rated 1 stars out of five stars,Its is closing automatically within one second
22 August 2017,Rated 5 stars out of five stars,Super Messenger app ever
27 August 2017,Rated 5 stars out of five stars,Very Good aap
26 August 2017,Rated 5 stars out of five stars,Multiple audios feature is not available
17 August 2017,Rated 1 stars out of five stars,It is not opening
26 August 2017,Rated 5 stars out of five stars,Its not working today
29 August 2017,Rated 5 stars out of five stars,Very good app. I like its
26 August 2017,Rated 5 stars out of five stars,Ilovu app
3 September 2017,Rated 1 stars out of five stars,Force closes. Cant open app.
25 August 2017,Rated 5 stars out of five stars,Thank you
24 August 2017,Rated 5 stars out of five stars,best working app
2 September 2017,Rated 5 stars out of five stars,Not working in oppo mobils
2 September 2017,Rated 5 stars out of five stars,Please add a new feature to lock our app whatsapp
2 September 2017,Rated 3 stars out of five stars,Not working properly
24 August 2017,Rated 5 stars out of five stars,Sunil Life is best
25 August 2017,Rated 5 stars out of five stars,Best app ever
27 August 2017,Rated 3 stars out of five stars,Hang in my ph
27 August 2017,Rated 1 stars out of five stars,Very bad
24 August 2017,Rated 4 stars out of five stars,Semme nice 👌
26 August 2017,Rated 5 stars out of five stars,Watsapp t20 17 i m indian
4 September 2017,Rated 5 stars out of five stars,This is app so nice using for chat 😇
29 August 2017,Rated 5 stars out of five stars,Wajib Khan
28 August 2017,Rated 5 stars out of five stars,Find communication
4 September 2017,Rated 5 stars out of five stars,App is very nice no need to improve again
30 August 2017,Rated 5 stars out of five stars,Very good
28 August 2017,Rated 5 stars out of five stars,Nice apps
1 September 2017,Rated 5 stars out of five stars,I like it
31 August 2017,Rated 1 stars out of five stars,Not working
29 August 2017,Rated 5 stars out of five stars,Love Aji
30 August 2017,Rated 1 stars out of five stars,Meghsingh Tighriya
31 August 2017,Rated 1 stars out of five stars,I hate this
1 September 2017,Rated 5 stars out of five stars,Best way of communication
27 August 2017,Rated 1 stars out of five stars,Fix bug...App closed abruptly...
31 August 2017,Rated 5 stars out of five stars,Akash singh
31 August 2017,Rated 5 stars out of five stars,New version
28 August 2017,Rated 2 stars out of five stars,Full Super
30 August 2017,Rated 5 stars out of five stars,Awesome aap
28 August 2017,Rated 5 stars out of five stars,Oossaammm app
17 August 2017,Rated 5 stars out of five stars,Thanks
3 September 2017,Rated 5 stars out of five stars,OK I like itl love it
30 August 2017,Rated 5 stars out of five stars,Nice Gooooooooooooooooooooooooooooooooooood
21 August 2017,Rated 5 stars out of five stars,Vinothkumar Super
28 August 2017,Rated 5 stars out of five stars,👍👍👍👍👍
20 August 2017,Rated 1 stars out of five stars,Worst app
24 August 2017,Rated 5 stars out of five stars,Too good
23 August 2017,Rated 5 stars out of five stars,Hi fr...
27 August 2017,Rated 5 stars out of five stars,Awesome 😀
26 August 2017,Rated 5 stars out of five stars,Best app
24 August 2017,Rated 1 stars out of five stars,Very cheap
28 August 2017,Rated 5 stars out of five stars,Supper aap
25 August 2017,Rated 5 stars out of five stars,Yo coll Hoohoo
1 September 2017,Rated 5 stars out of five stars,We can chat lively with it thanx
26 August 2017,Rated 5 stars out of five stars,Goodluck hamesa
27 August 2017,Rated 5 stars out of five stars,Very Good
23 August 2017,Rated 5 stars out of five stars,Nice version
27 August 2017,Rated 5 stars out of five stars,👌👌
28 August 2017,Rated 5 stars out of five stars,End
25 August 2017,Rated 5 stars out of five stars,Fsbnsg Nuggets
25 August 2017,Rated 1 stars out of five stars,Bad china Bad
27 August 2017,Rated 1 stars out of five stars,Very bad
